Date,news,output
29-10-2021,Tata Consumer Products to transition ‘Tata Cha’ business to Indian Hotels Company,1
01-11-2021,B’desh war veteran doc duped of Rs4L by ‘spiritual healers’,1
02-11-2021,Sensex gains 832 pts after 3 days of loss,2
03-11-2021,Northern Army commander interacts with Kargil War Veer Naris,1
03-11-2021,Delay in communication of bail orders should be addressed on war footing: Justice Chandrachud,1
04-11-2021,"Sensex ends Samvat 2077 38% higher, best in 12 years",2
05-11-2021,Inflation at 13-year high in OECD area,1
05-11-2021,"US stocks: S&P 500, Nasdaq extend record streaks",2
10-11-2021,"Madurai doctors use tech to treat 40,000 patients during pandemic",1
10-11-2021,Cyber crime cases highest in Covid pandemic period: RTI query,1
10-11-2021,256 Karnataka kids found homes in 2020-21 in the midst of pandemic,1
11-11-2021,Tax cuts on fuel improve inflation outlook: RBI governor,2
13-11-2021,"Retail inflation up at 4.5% in October, IIP slows in September",0
13-11-2021,Tata Consumer to buy Tata Q from group co,1
16-11-2021,"All must get ‘mini pad for life’, says Tata Group chairman at special AMU convocation",1
16-11-2021,Healthcare sector’s share in Gujarat’s CSR spend jumps to 55% after pandemic,1
17-11-2021,NIFT Delhi hosts its first physical convocation amid pandemic,1
18-11-2021,JMM protests outside Tata Factories in Jamshedpur,0
20-11-2021,"Delhi inflation lowest among metros, says deputy CM Manish Sisodia",1
20-11-2021,Pandemic pushed 60% students into child labour,1
20-11-2021,"Pandemic turning into endemic in Chandigarh, feel experts",1
22-11-2021,Gujarat’s stock investors on BSE set to touch 1 crore-mark,2
22-11-2021,A stark view of the post pandemic world on stage,1
23-11-2021,"Automobile breaking market crackdown: Another major player falls in police net, property worth Rs 10cr seized",1
23-11-2021,Tamil Nadu on mission to retrieve education lost in pandemic,1
23-11-2021,"RIL slides on Aramco deal review, triggers 1,  1 70-point sensex crash",0
24-11-2021,"RIL, Bharti help sensex regain 1k pts",2
24-11-2021,"In pandemic times, every viral pneumonia not Covid positive!",1
25-11-2021,Automobile bizman held in cheating case,1
27-11-2021,"Sensex plunges 1,688 points as new virus variant spooks global markets",0
28-11-2021,"Post pandemic break, winter bird count back in Delhi-NCR to take stock of species",1
30-11-2021,Mumbai: BMC’s war rooms gear up to battle Omicron,1
30-11-2021,"RIL, Kotak help sensex gain 153 pts",2
30-11-2021,Nasdaq suspends trading in Twitter as CEO steps down,1
30-11-2021,"Clear Yudh Samman Scheme to honour EC/SCC Pak war veterans, Patiala MP writes to Rajnath",1
30-11-2021,"Omicron risk very high, may change pandemic course: WHO",0
01-12-2021,Nov ends up best ever month in pandemic after Apirl 2020 for Vid,1
01-12-2021,"Maharashtra may have missed 10,000 new HIV cases in pandemic year",1
02-12-2021,Unsafe for Frontier Gandhi’s kin to visit Pak during pandemic in Mumbai: HC,1
02-12-2021,Sensex up 620 points on robust Q2 GDP growth,2
02-12-2021,Sensex up 620 pts on robust Q2 GDP growth,2
02-12-2021,World War II veteran to get arrears within six months with 8% pa interest: AFT,1
03-12-2021,"Uttar Pradesh: Covid pandemic migration trauma worse than partition, says Akhilesh Yadav",1
03-12-2021,Sensex up 1.4k pts in 2 days as desi funds step up buying,2
03-12-2021,"Sensex up 1,400 points in 2 days as desi funds step up buying",2
05-12-2021,Bangladesh war veterans recall testing times from 1971 battleground,1
06-12-2021,Jharkhand: Tata Steel hires 14 transgenders as heavy machinery operators,1
07-12-2021,Ex-Armymen to observe 50th anniv of 1971 war,1
07-12-2021,"Sensex dives 949 pts over inflation, Omicron worries",0
08-12-2021,Sensex rebounds 887 pts as Omicron fears recede,2
09-12-2021,"Sensex surges 1,016 pts on RBI move, US rally",2
09-12-2021,"Sensex surges 1,016 pts on RBI move, US rally",2
09-12-2021,Jaisalmer admn to host half marathon at Longewala war area on Dec 25,1
09-12-2021,"Overarching priority is growth, inflation a concern: RBI guv Das",1
14-12-2021,Tata Cha outlets to be known as Qmin,1
14-12-2021,HC: Maharashtra was pioneer in tackling pandemic,1
14-12-2021,War of words between Cong and BJP ahead of MLC poll result,1
15-12-2021,"In ‘a first’, Tata Power installs submersible substation in Delhi",2
16-12-2021,Fed sees three rate hikes in 2022 as inflation battle begins,1
16-12-2021,Rs 17cr accident insurance claims paid in Guj since pandemic,1
18-12-2021,"Sensex falls 889 pts on Fed move, biggest FPI selloff since March ’20",0
18-12-2021,Cong minister boasts about Gehlot’s ‘noble’ governance during Pandemic,1
18-12-2021,Delhi: Tata Power to conduct Lok Adalat on theft cases,1
21-12-2021,Monday blues: Stocks of city cos sink as Sensex tanks,0
21-12-2021,"Sensex sinks 1,200 points on global selloff over Omicron",0
22-12-2021,Sensex up 497 points amid volatility,2
22-12-2021,"Revive Covid curbs, activate war rooms: Centre to states",1
23-12-2021,Mumbai: 22 trees cut in Parel for Tata Memorial hospital,1
27-12-2021,80% cabs stopped plying during pandemic,0
27-12-2021,Telangana: School managements discuss ways to overcome pandemic challenges,1
28-12-2021,Telangana: Rachakonda sees rise in crime rate after pandemic lull,1
28-12-2021,Gujarat: Tata Group to set up hotel near Statue of Unity,2
28-12-2021,"50 years on, veteran revisits 1971 Indo-Pak war that cost him an eye",1
28-12-2021,Tata Group chairman N Chandrasekaran lists 4 themes for Tata Group for next year,1
29-12-2021,SBI Foundation supports CCMB in setting up CoE for Genomics Guided Pandemic Prevention,1
30-12-2021,"In pandemic yr, MP earned 12,400cr in taxes on fuel",1
01-01-2022,Sensex gains 22% in 2021 to end over 58k,2
01-01-2022,Sensex gains 22% in 2021 to end over 58k,2
03-01-2022,"Telangana: BJP, police in tug of war over Bandi Sanjay’s GO 317 stir",1
04-01-2022,Kolkata: Metro footfall dips as pandemic curbs set in,1
04-01-2022,"Sensex starts 2022 with a bang, gains 929 pts to 59k",2
04-01-2022,"Sensex starts 2022 with a bang, gains 929 points to 59,000",2
04-01-2022,"Sensex starts 2022 with a bang, gains 929 pts to 59k",2
05-01-2022,"Sensex up for 3rd day, nears 60k level again",2
05-01-2022,"Twitter war between Cong, BJP",1
06-01-2022,"1,500 jail inmates released on parole, bail in pandemic",1
06-01-2022,Karnataka: Property revenue exceeds target in 2021 amid pandemic pressure,1
06-01-2022,Sensex reclaims 60k after 4-day rally,2
06-01-2022,"15,014: Most daily Covid cases in Mumbai since pandemic began",1
07-01-2022,"Sensex falls 621 points on hawkish US Fed, Omicron",0
07-01-2022,"Sensex falls 621 points on hawkish US Fed, Omicron",0
08-01-2022,Tata Consumer Products to focus on value-add product extensions: CEO,2
08-01-2022,Tata Consumer Products to focus on value-add product extensions: CEO,2
08-01-2022,Karnataka Covid war room wins Centre’s award for use of tech,1
08-01-2022,8 war rooms to be set up in Nashik,1
09-01-2022,24x7 Covid war room gets activated in Kolhapur district,1
09-01-2022,Jaisalmer military war museum shut to prevent spread of virus,1
10-01-2022,Gang war creates panic,1
10-01-2022,Covid-19: West Bengal’s daily case surge smashes pandemic record,1
10-01-2022,Equestrian sports help youngsters get outdoor action this pandemic,1
12-01-2022,Cyber harassment cases see upswing in pandemic,1
12-01-2022,"Govt set to become largest shareholder in Vodafone Idea, get stake in Tata Tele",2
12-01-2022,Federal Reserve chief Jerome Powell pledges to fight inflation in second term,1
12-01-2022,"The pandemic taught me to value relationships, keep people close & love them dearly: Zakir Khan",1
13-01-2022,"US inflation 'too high,' lowering it a priority: Fed's Brainard",0
13-01-2022,"US inflation 'too high,' lowering it a priority: Fed's Brainard",0
13-01-2022,Gujarat fails to reimburse schools for girls’ fee waiver in pandemic years,1
13-01-2022,Maharashtra: Rs 207 crore netted in fines since the pandemic began in 2020,1
13-01-2022,"Sensex crosses 61k mark again, mcap at 280L cr",2
13-01-2022,"Stocks up, dollar down; US inflation data surges as forecast",2
13-01-2022,"Stocks up, dollar down; US inflation data surges as forecast",2
13-01-2022,"Sensex crosses 61,000 mark again, BSE mcap hits Rs 280 lakh crore",2
13-01-2022,PIB’s tweet on Vivekananda and 1857 freedom war stuns experts,1
14-01-2022,Prayagraj: Magh Mela begins today in shadow of pandemic,1
14-01-2022,"Ahead of polls, SP sets up IT war room to connect with voters digitally",1
14-01-2022,Pandemic crunch: Ahmedabad's Sundarvan zoo raising funds,1
14-01-2022,"Record US inflation growing concern for Fed, business",0
14-01-2022,"Record US inflation growing concern for Fed, business",0
15-01-2022,"Builder occupied war hero’s land, booked",1
15-01-2022,Pandemic casts shadow on Sankranti festivities,1
16-01-2022,Pandemic triggered loneliness in elderly: Study,1
16-01-2022,"Tamil Nadu: AIADMK calls for war on ‘corrupt, dynastic’ DMK rule",1
17-01-2022,Congress's 20 Uttarakhand seats caught in Rawat-rival tug of war,1
18-01-2022,Bengaluru: Pandemic fuels dip in takers for auto permits,1
18-01-2022,"Auto, energy stocks drive sensex gains",2
19-01-2022,HC junks Tata Power plea to exit NTPC pact for sourcing electricity,0
19-01-2022,More than 150 cops in Visakhapatnam hit by pandemic,1
19-01-2022,"Karnataka: Fever clinics, Covid war rooms to come up in villages",1
19-01-2022,Sensex tanks nearly 1% on global cues,2
19-01-2022,More than 150 cops in Vizag hit by pandemic,1
20-01-2022,Tata Power to move CERC over move to exit pact with NTPC,2
20-01-2022,NSE top derivatives trading exchange globally,2
20-01-2022,"Rising US yields, crude prices spook St, sensex dips 656 pts",0
20-01-2022,NSE top in derivatives globally,2
21-01-2022,"Sensex tanks 634 points, loses 1.8k in 3 days",0
21-01-2022,"HUL Q3 net up 17% at Rs 2,243cr amid inflation",2
21-01-2022,"HUL Q3 net up 17% at ₹2,243cr amid inflation",2
21-01-2022,"Sensex tanks 634 pts, loses 1.8k in 3 days",0
21-01-2022,"Amar Jawan Jyoti to be put out, ‘merged’ with flame at National War Memorial",1
22-01-2022,Shilpa Shetty shares a post about 'Letting go': Lose some battles to win the war,1
22-01-2022,"Andhra Pradesh: V Vijayasai Reddy heckles rebel MP, war of words escalates on Twitter",1
23-01-2022,"Pune: From war of words to fisticuffs, all because of the humble mask",1
24-01-2022,Assam Baibhav award for Ratan Tata,2
24-01-2022,"As pandemic lingers, schools go to forgotten students in hour of need",1
24-01-2022,"Rate of hospitalisation drops below 1%, lowest in pandemic",1
25-01-2022,Pune: Covid pandemic plays spoilsport for couples this year too,1
25-01-2022,Netaji legacy: BJP-TMC war of words on,1
25-01-2022,"Delhi: BJP, AAP in a war of words over Lokpal issue",1
25-01-2022,"Won’t defer civic polls, but monitor it for pandemic protocol: Madras HC",1
25-01-2022,"Sensex dives 1.5k pts on selling by foreign funds, LTCG rumour",2
25-01-2022,Pandemic effect: General medicine gets an edge in Karnataka colleges,1
25-01-2022,"Sensex dives 1,500 points on selling by foreign funds",2
26-01-2022,Automobile industry’s semiconductor crisis is exacerbated by use of older generation chips,2
26-01-2022,Union Budget 2022: Households wrestle with inflation as incomes dip,0
26-01-2022,60% of police awards go to J&K amid war on terror,1
26-01-2022,"After 5-day losing streak, sensex sees bounceback",2
26-01-2022,Pandemic hits tricolour sales in Jaipur,1
26-01-2022,"After 5-day losing streak, sensex sees bounceback",2
27-01-2022,"Fed says US interest rates could rise in March, Powell expects inflation to fall this year",2
27-01-2022,Wellness vacays see rise in popularity amid pandemic stress,1
27-01-2022,Tata Steel Masters: R Praggnanandhaa beats Vidit Gujrathi; Carlsen stays in front,2
27-01-2022,No chance of reduction in inflation for another three months: Pak finance minister,1
27-01-2022,"Sensex slumps over 1,100 points in early trade; Nifty falls below 16,950",0
28-01-2022,DK schools gear up for SSLC exam amidst pandemic,1
28-01-2022,DK schools gear up for SSLC exam amidst pandemic,1
28-01-2022,Sensex tanks 581 pts as hawkish Fed roils mkts,2
28-01-2022,Sensex tanks 581 points as Federal Reserve signals rate hike,2
29-01-2022,Bengaluru: Iconic image from World War II being replicated in Padmanabhanagar park,1
29-01-2022,This mth saw highest Covid cases since pandemic began,0
29-01-2022,US warns of war if Russia invades Ukraine,0
29-01-2022,US warns of war if Russia invades Ukraine,0
30-01-2022,Arjun triumphs in Tata Challengers,1
30-01-2022,Audio books link digital education with traditional oral teaching amid pandemic,1
01-02-2022,State signs MoA with Tata Tech to transform 149 ITIs,2
01-02-2022,"3L+ samples tested in a month, max during pandemic",1
01-02-2022,"Delhi: Pandemic adds to anganwadi staff’s woes, protest on for pay",1
01-02-2022,Sensex rallies on growth forecast,1
01-02-2022,"Tata Motor records Rs 1,451 cr consolidated loss in Q3",0
01-02-2022,"Tata Motor records 1,451 crconsolidated loss in Q3",0
02-02-2022,Tata Steel CEO: Budget inclusive,1
03-02-2022,"Prez debate: BJP fields UP MPs; opposition attacks govt on jobs, inflation",1
04-02-2022,Sensex tanks 770 pts on fears of rate hike,2
05-02-2022,Pandemic hits cancer reporting,1
05-02-2022,Indian Air Force’s biggest war drill to be held at Pokhran,1
05-02-2022,Industries raise the bar to combat pandemic,1
06-02-2022,Covid pandemic pulls down AIDS care in Haryana,1
08-02-2022,"Sensex tanks 1,024 points on US rate hike fears, rising crude",2
08-02-2022,‘Icon of partiality’ triggers KTR-BJP social media war,1
08-02-2022,Survey throws light on self-medication during pandemic,1
11-02-2022,Sensex rallies on rates status quo,1
11-02-2022,Chandra set for 2nd term as Tata chief,1
11-02-2022,N Chandrasekaran set for 2nd term as Tata chief,1
11-02-2022,Sensex rallies on rates status quo,1
12-02-2022,Snack choices broaden in pandemic,1
12-02-2022,Sensex joins global selloff over fears of Fed rate hike,1
12-02-2022,Snack choices broaden in pandemic,1
12-02-2022,Chandrasekaran gets 2nd term as Tata Sons chairman,1
12-02-2022,Tata Sons retains Chandra as chairman for 5 more years,1
13-02-2022,"Ukraine jitters, inflation spur gold price to 12.5-month high",0
13-02-2022,"Ma & Pa stores to plumbers, biz took the e-way in pandemic",1
13-02-2022,How ‘Himalayan yogi’ guided ex-MD of NSE,1
14-02-2022,Increase in car sales lessens pandemic blues for auto sector,2
14-02-2022,"This Valentine’s Day, pandemic locked down many happy couples",1
14-02-2022,Chairman of Tata Sons can’t head Tata Trusts,0
15-02-2022,Thiruvananthapuram: Kazhakootam Sainik School on a war footing to regain lost glory,1
15-02-2022,Karnataka governor all praise for BJP govt’s pandemic management,1
15-02-2022,"Retail inflation at 7-month high, double-digit WPI for 10th month",0
15-02-2022,"Sensex falls 1,747 points, steepest in nearly a year",0
15-02-2022,Demand for facial and ab sculpting goes up during COVID-19 pandemic,1
16-02-2022,Madhya Pradesh: Tug of war resumes over 27% OBC reservation,1
16-02-2022,Tata plantation co APPL eyes recovery after 7yrs,2
16-02-2022,Tata hospital raises Rs 75 crore for paediatric cancer patients over 2 years,2
16-02-2022,"Mumbai: Only 988 patients in hospital, among lowest in Covid-19 pandemic",1
16-02-2022,"Sensex seesaw of 3,500 its sixth biggest 2-day swing",0
16-02-2022,"Sensex recovers 1.7k pts as war fears ease, crude slides",2
17-02-2022,"Pune: Reduced activity in Covid pandemic triggers dementia in senior citizens, say psychiatrists",0
17-02-2022,"Board, mgmt overhauled in last 6 years, says NSE",1
17-02-2022,"West Bengal Covid positivity around 1%, lowest since pandemic began",0
17-02-2022,TN medicos in Ukraine in a fix amid threat of war with Russia,1
17-02-2022,"Board, mgmt overhauled in last 6 years, says NSE",0
17-02-2022,No Rs 1 lakh bonus for resident doctors for pandemic work,1
18-02-2022,"Having struggled for 100 days, villagers say won’t let politicians win credit war",1
19-02-2022,"Congress, BJP leaders in war of words over Maharana Pratap",1
19-02-2022,CBI questions NSE ex-MD; issues lookouts,0
19-02-2022,Doubling down: Pandemic forces rising trend of working two jobs,1
20-02-2022,CM Hemant Soren lauds Jharkhand Jaguar for ‘successful anti-Red operations’,1
21-02-2022,Andhra Pradesh: Three youngsters hurt in gang war,1
23-02-2022,Kolkata: Fitness expert fights off pandemic blow to open new outlet after 2 years,1
23-02-2022,"Sensex yo-yos over 1,000 points on war fears",0
23-02-2022,Happiness parade to beat pandemic blues,1
23-02-2022,Here comes a song to chase away the pandemic blues for students,1
24-02-2022,Surviving pandemic via aqua culture,1
24-02-2022,Kolkata students in Ukraine battle war fears and exam worries,1
24-02-2022,Sensex falls for 6th day in row amid Ukraine crisis,0
25-02-2022,Automobile inspector loses ₹1.2L in scam call,1
25-02-2022,"Sensex tanks 2,702 points, ends at six-month low",0
25-02-2022,"War declared, Kolkata students stuck in Ukraine on tenterhooks",1
25-02-2022,Chandigarh: PGI healthcare workers worked sans PPEs during Covid pandemic,1
25-02-2022,Swine flu cases in Madhya Pradesh dip 99% in 2 years of Covid pandemic,1
25-02-2022,"Two students return to Alwar from war zone, say Indian students in danger",1
25-02-2022,"Top 15 Gujarat companies shed Rs 92,000 crore as sensex dives",2
26-02-2022,"At 131, active Covid cases in Nashik least during pandemic",1
26-02-2022,Sensex rebounds over 1.3k pts as Russian oil supply not disrupted,2
26-02-2022,Sensex rebounds over 1.3k pts as Russian oil supply not disrupted,2
27-02-2022,Kids use palette and paintbrush to overcome pandemic blues,1
27-02-2022,"Back home, but worried for friends stranded in war zone",1
27-02-2022,"Kolkata: War in Ukraine 6,000km away, gold price soars in mid-wedding season",0
28-02-2022,Carving hope: Sculptors converge in Chandigarh for first time after pandemic,1
28-02-2022,"VSP, Tata Steel joint winners",2
28-02-2022,Bhopal boy who dodged war worries for cousin stranded in Ukraine,1
28-02-2022,Mumbai: Rs 2-lakh deal struck to kill NSE techie by wife’s boyfriend,1
28-02-2022,"Students in war zone, FS asks Russia, Ukraine envoys to ensure their safety",1
01-03-2022,"I have cherished memories of Ukraine, hope this war ends soon, says Ehan Bhat",1
01-03-2022,"Sensex gains 389 pts after plummeting over 1,000",2
01-03-2022,"Harrowing tale of Noida girl: Failed bid to reach Kyiv, stuck in a bus in war zone, then escape via Romania",1
01-03-2022,NCLAT remands back BMW-Parsoli Motors dispute,1
01-03-2022,Snowstorm on border after storm of war,1
02-03-2022,BIS raids induction motors unit,1
02-03-2022,Putin goes to war and Goa feels the pinch as tourists stay away,0
02-03-2022,"Power secy blames ‘procedural delay’, Tata Power refutes",1
02-03-2022,Ukraine crisis: India seeks safe passage as student dies; 4000 still in war zone,0
03-03-2022,"Sebi didn’t dilute NSE orders, acted within remit, says Tyagi",1
03-03-2022,Ukraine crisis: International Criminal Court prosecutor to investigate potential war crimes,1
03-03-2022,MP exporters hit by war in Ukraine,1
03-03-2022,"Sensex dives 778 pts as crude surges, FPIs sell",0
04-03-2022,"Sensex loses initial gains, closes 366 points in red",0
05-03-2022,Vayu Shakti drill cancelled due to Russia-Ukraine war,1
05-03-2022,Sensex dives 769 points to 8-month low,0
05-03-2022,"T, NSE ink MoU to help MSMEs raise funds on Emerge exchange",1
05-03-2022,Sensex dives 769 points to 8-month low,0
06-03-2022,Webinar held on Ukraine war,1
06-03-2022,"Putin’s war pushes up wheat price, may benefit Indian farmers",0
06-03-2022,Putin likens Western sanctions to war as Russian assault traps Ukrainian civilians,0
06-03-2022,"NSE ex-CEO Chitra Ramkrishna may have cooked up ‘yogi’ story, says court, denies bail",1
07-03-2022,Some shareholders back NSE team as co invites applications for CEO,1
08-03-2022,"Oil at nearly 14-year high, sensex sheds 1,500 points, rupee breaches 77/$",0
08-03-2022,"Oil at nearly 14-year high, sensex sheds 1,500 points, rupee breaches 77/$",0
08-03-2022,7 days CBI custody for NSE ex-CEO,0
08-03-2022,"7 days in a metro station as Kharkiv was bombed, war finally behind him",1
08-03-2022,"At PGI, war veteran motivates young doctors",1
08-03-2022,"Sensex dives 1,500 points to 7-month low",0
08-03-2022,Sensex dives 1.5k pts to 7-mth low,0
08-03-2022,Sensex dives 1.5k pts to 7-mth low,0
09-03-2022,"Sensex up 581 pts as IT, pharma rally on weak ₹",2
09-03-2022,Mumbai: Notice to Tata for its actions on outage day,0
09-03-2022,"Maharashtra: Men’s death rate higher, more died than women in all three waves of Covid pandemic",1
09-03-2022,"Sensex up 581 pts as IT, pharma rally on weak rupee",2
09-03-2022,NSE MD Limaye not to seek another term,0
10-03-2022,Sensex rebounds 1.2k points to 54.6k on positive global cues,2
10-03-2022,Co backed by Tata Power acquires UP energy firm,2
10-03-2022,Court slams CBI for tardy progress in NSE probe,1
10-03-2022,Company backed by Tata Power acquires UP energy firm,2
10-03-2022,FGPDA: Fuel shortage in S’rashtra due to Ukraine war,1
11-03-2022,Sensex scores biggest gain post-state results,2
11-03-2022,Meet the 24-year-old Kolkata pilot who flew out 800 students from Ukraine war zone,1
11-03-2022,Crisil retains growth forecast for FY23 at 7.8% despite war,2
11-03-2022,Sensex scores biggest gain post-state results,2
12-03-2022,Sensex gains for 4th day but ends flat,2
14-03-2022,"Log in for classes, Ukraine universities ask Indian medical students ‘locked out’ by war",1
15-03-2022,"Mayor Vitali Klitschko, who helped ‘RRR’ shoot in Kyiv, is leading Ukraine's resistance in the war against Russia, says line producer of the film",1
15-03-2022,Mumbai: Tata Power’s distribution loss ‘lowest’,2
15-03-2022,"Sensex rises for 5th day, up 3.6k pts from March 7 low",2
16-03-2022,Mercedes to continue EV investments despite Ukraine war disruptions,1
17-03-2022,Ahmedabad: Tata Motors set to take over Ford’s Sanand plant,2
17-03-2022,"1971 war veteran, wheelchair sporting legend passes away",1
17-03-2022,Ukraine war film is a missed opportunity for organisers,1
17-03-2022,Sensex soars over 1k pts as crude oil prices slide,2
17-03-2022,"Sensex soars over 1,000 points as crude oil prices slide",2
18-03-2022,"Russia-Ukraine war may take toll on festive, wedding budgets",1
18-03-2022,Tata Group focused on building biz for future: Chairman,2
18-03-2022,Pandemic after-effect: Covid cases on wane but sleep cycle yet to return to old normal,1
18-03-2022,Tata Grp focused on building biz for the future: Chairman,2
19-03-2022,Ukraine's cultural capital no longer distant from the war,1
19-03-2022,"Inflation set to go up, govt must act to protect people: Rahul Gandhi",1
19-03-2022,War pushes up sunflower oil prices to Rs 190 per litre,0
20-03-2022,Hotel management interns keep away from European stints amid Ukraine war,1
20-03-2022,"After pandemic hiatus, NH7 Weekender back in city",1
20-03-2022,Edible oil prices on the boil post Ukraine war,0
21-03-2022,SNK league: India Motors XI to clash with National Cricket Club in finals,1
21-03-2022,Rahaads reopen for Rangpanchami after 2 years of pandemic,1
21-03-2022,"Pandemic aggravates dropout rate in 2020-21, reveals report",1
23-03-2022,"TRS takes paddy war to Delhi, mins to meet Goyal",1
23-03-2022,Sensex rebounds 1% on global rally,2
24-03-2022,Haryana: Two-day field survey to assess learning gap due to Covid pandemic,1
24-03-2022,Russian IT professionals leave country amid war,1
24-03-2022,Tata gifts Sabal to PwDs in Steel City,2
24-03-2022,"Active Covid cases drop to 50, lowest since pandemic began",1
24-03-2022,Covid pandemic sweetens the pill for non-pharmaceutical players in Gujarat,1
26-03-2022,RBI board assesses hit to eco from Ukraine war,1
26-03-2022,"ID adds muscle over 2 pandemic years, gets 300 Covid beds, 15 BiPAP machines",1
26-03-2022,RBI board assesses hit to eco from Ukraine war,1
26-03-2022,MSEDCL & Tata Power tariffs to go down 2-4% in Mumbai from April 1,2
26-03-2022,War has forced fuel price hikes: Nirmala Sitharaman,0
26-03-2022,Russia signals narrowing war aims on 'liberating' Donbass,1
27-03-2022,"Stuck in war zone, Uttar Pradesh businessman helps Ukraine fight with medicines",1
27-03-2022,Long power cuts outside Tata Steel areas add to summer woes,2
27-03-2022,"66 airlines, 40+ nations and 3,249 weekly flights: Skies reopen after 2-year pandemic break",2
28-03-2022,Congress strengthens social media war room,1
28-03-2022,Tata workers sit on dharna for pay hike,0
28-03-2022,KV Dham revives temple’s incomeafter severe dip during pandemic,1
28-03-2022,Travel bug bites after 2 years of pandemic lull,1
29-03-2022,"Sensex swings 700 pts, gains on global cues",2
29-03-2022,Kolkata athletes fight pandemic blues to train for mega triathlon,1
31-03-2022,Russia-Ukraine war fails to sour Nashik grape exports,0
31-03-2022,Students happy but yet to get over pandemic ‘blues’,1
01-04-2022,"Sensex jumps 17% in FY22, among best shows globally",2
02-04-2022,Gold demand nosedives amidst Russia-Ukraine war,1
04-04-2022,Cong netas protest against inflation,1
04-04-2022,RBI likely to hold rates as war clouds growth outlook,1
04-04-2022,RBI likely to hold rates as war clouds growth outlook,1
05-04-2022,Fests return to college and university campuses after 2-year pandemic break,1
05-04-2022,Putin's war set to put extra burden of ₹1 lakh cr on fertiliser subsidy bill,1
05-04-2022,"Sensex rallies over 1,300 pts on back of HDFC twins",2
05-04-2022,Tata Power arm commissions 300MW solar plant in Dholera,1
05-04-2022,"Sensex rallies over 1,300 points on back of HDFC twins",2
05-04-2022,Rotary holds 1st meet after pandemic,1
06-04-2022,"As pandemic ebbs, healthcare staff have a new challenge — finding jobs",1
07-04-2022,Tata Motors to put ₹24k cr in passenger biz,2
08-04-2022,Tata Steel to set up third ITI,1
08-04-2022,Tata arm’s resolution plan gets NCLT nod,1
08-04-2022,Russia-Ukraine war opens gates for export of more Indian products: CAIT,2
09-04-2022,"Sensex rallies on status quo, bond yield hits 3-yr high",2
09-04-2022,"Sensex rallies on status quo, bond yield hits 3-yr high",2
09-04-2022,RBI raises inflation projection to 5.7%,0
12-04-2022,Veranda Learning opens at 14% premium on BSE,1
12-04-2022,Tata Steel puts Rs 625crore in arm to buy Rohit Ferro,1
12-04-2022,Tech helped judiciary tackle pandemic challenges: Union min,1
14-04-2022,Inflation bites: Fast food prices up 5-10%,0
14-04-2022,Gujarat: Tata Motors to produce 2 lakh electric vehicles at Ford plant,2
15-04-2022,"US banks build reserves on inflation risk, Russia; trading a bright spot",1
15-04-2022,Tata Neu appto host otherbrands too,1
15-04-2022,Communities put pandemic behind them to celebrate a new start with friends & family,1
15-04-2022,Gujarat cos outperform Nifty from March low,0
16-04-2022,"Putin’s war opens a window, India to export wheat to Egypt",1
16-04-2022,Grand Vishu celebrations in Kolkata after two Covid pandemic years,1
16-04-2022,Only Sikh family in German county opens home for war refugees,1
18-04-2022,BSF salutes Major’s role in Mukti Bahini formation and Bangla Liberation War,1
18-04-2022,Tata Steel to consider stock split,2
19-04-2022,"Sensex sinks 1,172pts on rate hike fears, FPI exits",0
20-04-2022,"Tata Steel, Thiess to guide in mining ops",1
20-04-2022,"Sensex dips 704 points on war, rate hike fears",0
20-04-2022,Bias’s 150 helps Tata SC put up 439-6,1
20-04-2022,TMC war of words over Lake Gardens clash,1
20-04-2022,Bhopal hospitals reel under staff crunch amid Covid pandemic,1
20-04-2022,Food prices drive up inflation,0
22-04-2022,Sensex up 874 pts as RIL gains on upgrade by MS,2
22-04-2022,Sebi asks former NSE MD to pay up ₹2-crore fine,1
23-04-2022,"Pandemic has shed light on the benefits of ayurvedic medicine, says Sudhakar",1
23-04-2022,Sensex falls 715 pts after 2-day rally,0
25-04-2022,"2 months on, medical students pin hopes on Indian govt help, end to Ukraine war",1
25-04-2022,Double-digit inflation for a year: 6th spell since 1953 & 1st in 25 years,0
26-04-2022,Sensex loses 617 pts more on global cues,0
26-04-2022,Tata Steel installs ambient air quality monitoring device at Jharia office,1
26-04-2022,Tata Motors regularizes services of over 100 staff,1
28-04-2022,15 lakh children enrolled in Karnataka’s rural libraries during pandemic,1
29-04-2022,War of words over canal-dredging,1
30-04-2022,Pune Mahanagar Parivahan Mahamandal Ltd cites pandemic for poor upkeep of BRTS stops,1
30-04-2022,North Karnataka districts gear up to face fourth wave of Covid pandemic,0
30-04-2022,"With Russia-Ukraine war still on, edible oil crisis to worsen",0
03-05-2022,Ukraine's Zelenskyy says Russia forgot World War Two lessons,1
04-05-2022,Eid-ul-Fitr celebrated with pomp & gaiety after pandemic hiatus,1
04-05-2022,Patna centre of Tata Institute of Social Sciences closed 6 years after inception due to ‘lack of govt support’,1
04-05-2022,"With ₹41,749cr FY22 net, Tata Steel pips TCS as most profitable Tata co",2
04-05-2022,"With Rs 41,749 crore FY22 net, Tata Steel pips TCS as most profitable Tata company",2
05-05-2022,Price pressure forces RBI to step in to tame inflation,1
05-05-2022,"Sensex sinks 1,307 pts on fear of fund outflow",0
05-05-2022,"Sensex sinks 1,307 points on fear of fund outflow",0
